no,Tweet
2367,Hiii akshat I would like to know more clearly thou u did manage to cover up almost all bullet points however if there are more disadvantages then positive changes of cbs then wts the whole point of govt wanting to introduce to mass by wasting huge masses money itself (as ur said there are more negative pls then being positive of implementing such a whole new money system be it in physical or digital format pls explain in detail in new video with regards to my query thks-keep up the gud work &amp; I appreciate ur precious time &amp; efforts to explain such intruige topics in very less time
2368,hi Akshat<br><br>Thanks for such an informative video on CBDC. Really appreciate this video because right from the announcement of CBDC I really didn&#39;t understood what real advantage does it provide to a common man. finally there&#39;s a video/information point on internet that explains it in relatively simple terms.<br><br>Thanks Again :)
2369,"Excellent videos, you always make tough concepts easy :)"
2370,"Had my doubts, wanted to see govt. argument....turns out govt. is running behind FOMO. CBDC in China is going to be used to essentially subdue the population financially and keep them in check. If seen getting out of line cbdc in China will essentially make you unable to spend money bcoz your identity will be linked. Simply put its not only CBDC but a version of programmable currency and to see what havoc that plays in the economy just wait and see after these Covid lockdown protests in China."
2371,"There is a mistake in your explanation,<br>Even if the money is in your bank account bank has to keep physical cash in lieu with that money in your account.<br>Also any new money that comes into the system RBI has to print cash and give it to banks, <br>Incase of e₹ RBI will give banks money not in cash but in digital form .<br>So currently any money in the system (whether in bank account) will have to have a physical note somewhere but this will not be the case with launch of e₹"
2372,It is not clear as to how the problem of double spending will be resolved when money gets transferred from one wallet to another with out underlying blockchain.
2373,E-RUPI and e-Rupee are different as I understand. One is voucher system another is CBDC.
2374,"That&#39;s a very socialist approach from govt.<br>Why is govt doing that, i heard that the BRICS nation are also trying to come up with a digital currency among themselves which will be backed by gold. Is moving away form fiat currencies a wise decision for emerging economies? This might seriously hurt the creation of credit"
2375,CBDC real value comes in with Invoice payments.. we can discuss it if you have time..
2376,"Nice video. But, are you sure RBI using Blockchain technology to introduce e-Rupee or something else?"
2377,"After CBDC, Central Government will save the per transaction cost which is paid by the Finance Ministry to the respective bank for performing transaction(for the service provided).<br><br>As CBDC allows RBI to give the service to the customer directly Finance Ministry/Central Government will manage to save heavy amount."
2378,The main reason for introducing CBDC is that all the BRICS nations are introducing a currency of their own which is gold backed and it’s supposed to compete with USD <br>CBDC can easily exchanged with this new currency easily as it is more centralised <br>In the short term u r right but when u think of the future CBDC is definitely helpful<br>International trade will become a hell lot easier
2379,"What you are not talking about how different banks can be settle their transfers efficiently using CBDC  what takes 2 to 3 days happens within a few hours with CBDC - that is not being pointed out. That being said it does not really give an advantage to the retail users. However, this is a great tool for the settlement systems across the banks."
2380,I don&#39;t quite agree with your point here. CBDC is necessarily a digital version of physical currency. So everything that a bank does now .. can done with the e₹ too. I think your assumption of banks as mere keepers/distributors of physical currency isn&#39;t accurate.
2381,"I am a Software Engineer in AmazonPay. I have a decent knowledge of the UPI system, and even I am unable to understand the advantages of CDBC. <br>One thing i would like to point out Akshat is that while power in the hands of government in India is a bad thing, in this case power wont be in the hands of the government. It will be distributed, and ledger information(hopefully) will be available publically with only public keys and wallet ids(similar to how ethereum networks are built today). This way, when a large transaction occurs it can immediately be brought into notice and government can be questioned or they can come into action if they suspect fraud or corruption. This can be a better approach to payment, but it has its flaws too. <br>One of the flaws which you missed is the flaw of Blockchain technology itself. Since its distributed in nature it has to maintain a lot of redundant data sets and since we are talking about scales as large as UPI network, it will be very inefficient to maintain so many ledgers. RBI currently only maintains the net inflow and outflow of cash through transactions from each bank, that too every 6 hours. Everything else is maintained by the Banks themselves. It will be interesting to see what more this tech has to offer..."
